DEPT,COURSE_NUM,COURSE_TITLE,DESCRIPTION
ME,328,Materials Engineering,"Introduces properties of metals, ceramics, polymers, and composites. Relates material processing to properties through underlying material structure. Overviews the materials available to engineers and discusses applications and material selection."
ME,380,Creative Design,"Emphasis on the creative process in engineering design. Students will develop their design capability by exploring various conceptual blocks, using creative enhancement techniques and participating in on-the-spot design."
ME,393,Selected Topics in Design,Selected student design projects. May include testing and/or computer aided design.
ME,401,Foundations of Fluid Mechanics,"Covers the fundamental concepts of fluid dynamics with an emphasis on physical understanding. Topics include control-volume and differential analyses of fluid motion, similitude, potential flow, vorticity transport, low Reynolds number flow, boundary-layer physics, turbulent transport, and compressible flow. Numerical and experimental methods for solving fluid engineering problem are introduced in a weekly laboratory including wind tunnel, particle image velocimetry, hot wire anemometry, and optical techniques. Other topics may be added or deleted as needed."
ME,402,Advanced Heat Transfer,"This course covers additional topics in conduction, convection and radiation heat transfer as well as an introduction to mass transfer, phase change and numerical methods."
ME,403,Kinematics of Machinery,"This is an introduction to kinematics, the study of the motion of machinery without regard to forces. Students perform both kinematic analysis and kinematic design of planar and spatial mechanisms, cams, and gear trains. Computer programming is used for iterative methods in both analysis and design. A design project is assigned to explore a particular kinematics problem in detail."
ME,405,Theoretical Aerodynamics,"Introduction to aerodynamics theory. Development of equations of conservation of mass and momentum. Vorticity, induced velocity and irrotational flow. Stream function, velocity potential, Laplace's equation and the principle of superposition. Flow about a body, the Kutta-Joukowski Theorem. Concepts of thin airfoil and finite wing theory. Exact solutions to elementary viscous flow problems."
ME,406,Control Systems,"Basic principles of feedback control theory. Mathematical modeling and performance analysis of dynamical systems. Includes stability analysis, root locus compensation and design, frequency response analysis. Implementation of control system analysis and design is gained with several laboratory experiences."
ME,407,Power Plants,"Steam, cogeneration and combined cycles are studied with the aid of property software. Various components of the cycles are studied in detail. A survey of alternative power sources is presented. Tours of power plants are taken when available."
ME,408,Renewable Energy,"Covers renewable energy sources such as solar heating and cooling, wind energy, biomass, and photovoltaic energy. Surveys the energy availability of these sources and life cycle cost and present value used to evaluate the system. Students will design a system which utilizes a renewable energy source and economically evaluate the system."
ME,409,Air Conditioning,"Human comfort and the properties of air. Air conditioning in residences, public and industrial buildings using vapor compression and absorption units. Cooling loads, psychrometry, fans, duct sizing and layout, automatic control, and acoustic design considerations."
ME,410,Internal Combustion Engines,"Study of spark ignition and compression ignition engines. Influences of engine design features on performance, economy, and air pollution. Influence of the combustion process, carburetion, fuel injection and ignition characteristics on engine operation."
ME,411,Propulsion Systems,"Application of basic principles in the study of the performance characteristics of air and space vehicles. Aerodynamics of steady one dimensional isentropic compressible flow. Shock waves, gas turbines, turbojet, turbofan, turboprop, turboshaft, ram jet, rocket, nuclear propulsion and space propulsion systems are discussed and compared."
ME,415,Corrosion and Engineering Materials,Presents fundamentals of metallurgy and corrosion mechanisms in engineering metals. Discusses various classes of corrosion and methods of mitigating corrosion with emphasis on practical situations.
ME,416,Introduction to MEMS: Fabrication and Applications,"Properties of silicon wafers; wafer-level processes, surface and bulk micromachining, thin-film deposition, dry and wet etching, photolithography, process integration, simple actuators. Introduction to microfluidic systems. MEMS applications: capacitive accelerometer, cantilever and pressure sensor. Cross-listed with EP 410, ECE 416, and CHE 405."
ME,417,Advanced Materials Engineering,"Fundamentals of deformation and fracture in metals, polymers, and ceramics with application to design. Emphasis on time-temperature dependence of polymers, brittle behavior of advanced ceramics, and the fracture mechanics approach to design of high strength and critical application materials."
ME,419,Advanced MEMS: Modeling and Packaging,"Design process, modeling; analytical and numerical. Actuators; dynamics and thermal issues. Use of software for layout and simulation. Characterization and reliability of MEMS devices. Electrical interfacing and packaging of MEMS. Microsensors, microfluidic systems, applications in engineering, biology, chemistry, and physics."
ME,420,Consulting Engineering Seminar,"Discusses problems in the field of consulting engineering; seminars presented by practicing consulting engineers. Cross-listed with BE 400, ECE 466, CHE 420, and CE 420."
ME,421,Mechanical Engineering Laboratory,"Introduction to engineering experimentation, centered on an experimental project planned and executed by students. Uncertainty analysis, instrumentation systems, and statistical design of experiments. Emphasis on project on project planning and execution, developing a scope of work, interim deliverables, and reporting engineering results."
ME,422,Finite Elements for Engineering Applications,"Introduces finite element methodology from a strongly theoretical perspective. Emphasizes solving various one-dimensional, transient, non-linear problem statements including heat conduction, beam deflection, convection/diffusion (transport), gas dynamic shocks, and open channel flows. Assesses higher order bases, time stepping procedures, iterative solvers, and finite difference methodologies. Utilizes Matlab for computational experiments."
ME,424,Composite Materials and Mechanics,"Introduces materials and mechanics of composites with emphasis on high performance polymer matrix composites. Topics include material selection, laminate analysis, manufacturing, joining, and testing. A team design-built-test project is required."
ME,425,Aerospace Engineering Laboratory,Introduction to experiment planning and execution. Projects involve wind tunnel testing including measurement of forces and moments and flow visualization. Student organized and executed with direct faculty consultation. Emphasis on written presentation.
ME,426,Turbomachinery,"Introduces the theory and issues related to the design of axial and radial flow turbines, compressors and pumps. Euler's equation and vector diagrams are used to evaluate energy transfer and efficiency."
ME,427,Introduction to Computational Fluid Dynamics,"Covers the key components of a CFD calculation: mesh generation, numerical algorithm and turbulence modeling. Survey of solution strategy includes both the finite volume and the finite difference methods. Issues on formal order of accuracy, dissipation, dispersion, stability and space-time coupling are discussed in detail. Both structured programs and commercial software will be used as vehicles in obtaining a CFD solution."
ME,430,Mechatronic Systems,"Applications of microprocessors and microcontrollers and digital electronics to the design and utilizations of embedded control systems in smart systems and products. Topics include Boolean logic and algebra, system hardware and software development, and interfacing for mechanical applications."
ME,435,Robotics Engineering,"Interdisciplinary course in engineering systems applied to computer controlled automata. Topics include kinematics, control, operation, sensing, and design as applied to various types of industrial and other robots and programmable manipulators. A related project is required."
ME,450,Combustion,"Study of the thermodynamics and kinetics of combustion processes and the underlying chemical processes. Topics covered include deflagration and detonation waves, combustion of solid, liquid, and gaseous fuels, and environmental impacts of compustion. Laboratory experience via in-class, hands-on exercises."
ME,461,Aircraft Design,"Fundamentals of conceptual aircraft design. Aerodynamic analysis, design constraints based on customer requirements, mission profiles, aircraft sizing, optimization, and presentation of performance capabilities. Oral and written communication emphasized. Design teams."
ME,462,Thermal Design,"Applications of the thermodynamic, heat transfer, and fluid flow principles to the modeling and design of thermal systems. These systems include pumps, fans, and heat and mass exchangers. A team project which includes the design, construction and testing of a fluid or thermal device or system provides the focus for the course."
ME,470,Engineering Design Processes and Methodology,"Design of multi-component systems with consideration of societal and economic factors. Useful design techniques (such as modeling, CPM, optimization, probabilistic approaches, etc.) and factors influencing design (such as human factors, products liability, ethics, safety, etc.) are presented and discussed. Laboratory assignments emphasize case studies. (Students completing ME470 may not receive credit for EMGT 461.)"
ME,471,Capstone Design I,"Design projects with industry. Students work in teams with three or four members on design projects furnished from external clients. The emphasis is on creating design solutions, with appropriate analyses, to meet stakeholders' needs. In addition to regular meetings with their faculty advisors, the teams are expected to maintain close and continuous communications with their clients during the quarter. The ten week projects culminate in oral presentations and Interim Written Reports which are submitted to the clients."
ME,472,Capstone Design II,"This course is a continuation of ME 471. The student teams continue their design solutions to a general problem furnished by an external client. Continuous and regular communication with the outside clients is expected, as well as with the faculty advisors. During these ten weeks the teams continue refining their solutions, complete the detail design, make oral presentations of the final design, and complete and submit the Final Written Report."
ME,480,Machine Component Design,"Applications of fundamentals of engineering mechanics in analysis and synthesis of machine components and systems. Special emphases placed on stress/strength analyses and fatigue failures. Design of mechanical components and systems including threaded fasteners, springs, bearings, gears, shafts, clutches, brakes, belts, chains, and couplings."
ME,490,Directed Research,Selected projects for student research.
ME,491,Directed Research,Selected projects for student research.
ME,493,Selected Topics in Design,Selected student design projects. May include testing and/or computer aided design.
ME,497,Special Topics in Mechanical Engineering,Topics of current interests in mechanical engineering.
ME,501,Advanced Thermodynamics,"Study of advanced thermodynamic topics: modeling of transient systems, exergy (availability) analysis, equations of state and thermodynamics relationships for simple, compressible substances."
ME,502,Topics in Heat Transfer,Course may be repeated for different heat transfer topics.
ME,503,Viscous Fluid Flow,"Material and spatial descriptions of fluid motion. The Reynolds transport equation. The stress tensor and governing equations for the motion of viscous fluids. Newtonian fluids, the Navier-Stokes equations. Asymptotic solutions including fully developed channel flow, oscillating flat plate, wakes and jets. Introduction to boundary layers and turbulent flow including Reynolds averaging."
ME,505,Modeling and Simulation of Dynamic Systems,"Modeling and simulation of engineering components and systems. Emphasis on a unified work-energy approach to modeling physical systems, model formulation using a differential-algebraic form of Lagrange's equation, and the numerical solution of the resulting initial-value problem. Applications are explored using modeling and simulation projects."
ME,506,Advanced Control Systems,"Physical models for control; system response, analysis and design. Time domain; system response, analysis and design. Frequency domain; state variable representation/description; stability, controllability, observability; linear quadratic regulator, pole-placement, state estimation/observers."
ME,507,Applied Nonlinear Control Systems,"Analysis and design of controls for inherently nonlinear systems and the use of nonlinear elements in design. Techniques for analysis and design include, stability by Liaqunov, describing functions, phase plane analysis, sliding control, adaptive control and control of multi-input systems."
ME,510,Gas Dynamics,"Introduction to the dynamics of a compressible flow. Equations of motion for subsonic and supersonic flow. Nozzle flow. Normal and oblique shock waves, Prandtl-Meyer flow. Steady and unsteady, one dimensional gas flow with friction and heat transfer."
ME,511,Numerical Methods for Dynamic Systems Analysis,"Applications of approximate numerical solution techniques, including the finite element method, to the analysis of dynamic, continuous systems. Introduction to variational principles in mechanics for purposes of formulating governing equations of motion."
ME,512,Light Weight Structures,"Applies the principles of mechanics to the structural analysis of mechanical and aerospace components. Covers stress tensors, shear flow in open and closed sections, beam columns, unsym-metrical bending. Castigliano's theorem, statically indeterminate structures , thin walled pressure vessels, introduction to elasticity."
ME,513,Environmental Noise,"Introduces noise and its sources as a potential public health hazard. Covers the basics of sound propagation relating to noise measurement and analysis. Emphasizes effects on humans and the environment. Covers methods of noise and vibration control and abatement including absorption, enclosures, vibration isolation, damping, and mufflers. Team projects involving noise measurement and reduction are required."
ME,516,Introduction to MEMS: Fabrication and Applications,"Properties of silicon wafers; wafer-level processes, surface and bulk micromachining, thin-film deposition, dry and wet etching, photolithography, process integration, simple actuators. Introduction to microfluidic systems. MEMS applications: capacitive accelerometer, cantilever and pressure sensor. Cross-listed with EP 510, ECE 516, CHE 505, and BE 516."
ME,518,Advanced Kinematics,"Considers the analysis, design, and simulation of planar and spatial mechanisms. The mechanisms examined are parallel manipulators, serial manipulators, and compliant mechanisms. These mechanisms are analyzed for position, velocity, acceleration, and workspace. The techniques used for the analysis include vector approaches, homogeneous transformations, and dual number techniques."
ME,519,Advanced MEMS: Modeling and Packaging,"Design process, modeling; analytical and numerical. Actuators; dynamics and thermal issues. Use of software for layout and simulation. Characterization and reliability of MEMS devices. Electrical interfacing and packaging of MEMS. Microsensors, microfluidic systems, applications in engineering, biology, chemistry, and physics. Cross-listed with ECE 519, EP 511, and CHE 519."
ME,520,Computer-Aided Design and Manufacturing (CAD/CAM),"Use and management of computer in engineering for drafting, design management, documentation, and manufacturing. Covers drafting methods and standards, design data management, CNC operations and implementation."
ME,522,Advanced Finite Element Analysis,"A continuation of ME 422. Includes multi-dimensional extensions of 2-D theory for transient, nonlinear problem statements in engineering. Utilizes Matlab and Ansys for developing and assessing FEA solutions to real world problems via theory developed in ME 422."
ME,526,Turbomachinery,"Introduces the theory and issues related to the design of axial and radial flow turbines, compressors and pumps. Euler's equation and vector diagrams are used to evaluate energy transfer and efficiency. Students enrolled in ME 526 must complete a design project including complexities not covered in ME 426. Students may not receive credit for both ME 426 and ME 526"
ME,527,Computational Fluid Dynamics,"Covers the key components of a CFD calculation: mesh generation, numerical algorithmand turbulence modeling. Survey of solution strategy includes both the finite volume and the finite difference methods. Issues on formal orderof accuracy, dissipation, dispersion, stability and space-time coupling are discussed in detail. Both structured programs and commercial software will be used as vehicles in obtaining a CFD solution. Students enrolled in ME527 must complete a design project not covered in ME 427. Students may not receive credit for both ME 427 and ME 527."
ME,536,Computational Intelligence in Control Engineering,"Machine learning and adaptation applied to feedback control, guidance and navigation. Neural Networks for pattern recognition, modeling and control. Radial basis function model identification by recursive least squares. Fuzzy logic controllers. Genetic algorithm for optimization and turning of controllers including fuzzy logic control."
ME,550,Combustion,"Study of the thermodynamics and kinetics of combustion processes and the underlying chemical processes. Topics covered include deflagration and detonation waves, combustion of solid, liquid, and gaseous fuels, and environmental impacts of compustion. Laboratory experience via in-class, hands-on exercises. Students enrolled in ME 550 must complete a design project not covered in ME 450. Students may not receive credit for both ME 450 and ME 550."
ME,590,Thesis Research,"Credits as assigned; however, not more than 12 credits will be applied toward the requirements of an M.S. degree."
ME,597,Selected Topics for Graduate Students,"Credits as assigned. Maximum 4 credits per term. F,W,S"
MS,101,Leadership and Personal Development,"Introduces cadets to the personal challenges and competencies that are critical for effective leadership. Cadets learn how the personal development of life skills such as critical thinking, goal setting, time management, physical fitness, and stress management relate to leadership, officership, and the Army profession. The focus is on developing basic knowledge and comprehension of Army leadership dimensions while gaining a big picture understanding of the ROTC program, its purpose in the Army, and its advantages for the student."
MS,102,Introduction to Tactical Leadership,"Overviews leadership fundamentals such as setting direction, problem-solving, listening, presenting briefs, providing feedback, and using effective writing skills. Cadets explore dimensions of leadership values, attributes, skills, and actions in the context of practical, hands-on, and interactive exercises. Continued emphasis is placed on recruitment and retention of cadets. Cadre role models and the building of stronger relationships among the cadets through common experience and practical interaction are critical aspects of the MS 102 experience."
MS,103,Basic Tactical leadership,"Continues the exploration of leadership fundamentals and examines the leadership process as affected by individual differences and styles, group dynamics, and personality behavior of leaders. Students will experience an introduction of fundamental leadership concepts, and examine factors that influence leader and group effectiveness. Students will fully explore the basic soldier skills and squad level tactical operations. Students participate in briefings and hands-on practical exercises. Attention is devoted to development of leadership potential through practical exercises both in and out of the classroom."
MS,201,Innovative Team Leadership,"Explores the dimensions of creative and innovative tactical leadership strategies and styles by examining team dynamics and two historical leadership theories that form the basis of the Army leadership framework. Cadets practice aspects of personal motivation and team building in the context of planning, executing, and assessing team exercises and participating in leadership labs. Focus is on continued development of the knowledge of leadership values and attributes through an understanding of Army rank, structure, and duties and basic aspects of land navigation and squad tactics. Case studies provide tangible context for learning the Soldier's Creed and Warrior Ethos as they apply in the contemporary operating environment (COE)."
MS,202,Foundations of Tactical Leadership,"Examines the challenges of leading tactical teams in the COE. The course highlights dimensions of terrain analysis, patrolling, and operation orders. Further study of the theoretical basis of the Army leadership framework explores the dynamics of adaptive leadership in the context of military operations. Cadets develop greater self awareness as they assess their own leadership styles and practice communication and team building skills. COE case studies give insight into the importance and practice of teamwork and tactics in real world scenarios."
MS,203,Foundations of Tactical Leadership II,Continues the examination of the challenge of leading tactical teams in the complex contemporary operational environments. Dimensions of the cross-cultural challenges of leadership in a constantly changing world are highlighted and applied to practical Army leadership tasks and situations. Cadets develop greater self-awareness as they practice communication and team building skills. Contemporary Operational Environment case studies give insight into the importance and practice of teamwork and tactics in real world scenarios.
MS,206,ROTC Leaders' Training Course,"Covering a training period of approximately thirty days, the Department of Military Science ROTC battalion provides travel to and from Fort Knox. Students may attend to access their desire to continue and contract into the ROTC Advanced Course. While in the course, you will meet students from all over the nation while earning $700 in pay and receive free room and board. You may apply for a two-year Full-tuition scholarship and receive up to $1200 annually for books and earn a monthly stipend of over $450 per month for 10 months per year. The Leaders' Training Course is a way to catch up on missed Military Science courses in order to qualify the student for progression as a contracted Advanced Course ROTC cadet."
MS,301,Adaptive Team Leadership,"Challenges cadets to study, practice, and evaluate adaptive leadership skills as they are presented with challenging scenarios related to squad tactical operations. Cadets receive systematic and specific feedback on their leadership attributes and actions. Based on such feedback, as well as their own self-evaluations, cadets continue to develop their leadership and critical thinking abilities. The focus is developing cadets' tactical leadership abilities to enable them to succeed at ROTC's summer Leadership Development and Assessment Course (LDAC)."
MS,302,Leadership Under Fire,"Uses increasingly intense situational leadership challenges to build cadet awareness and skills in leading small units. Skills in decision-making, persuading and motivating team members when under fire are explored, evaluated, and developed. Aspects of military operations are reviewed as a means of preparing for the ROTC Leader Development and Assessment Course (LDAC). Cadets are expected to apply basic principles of the Law of Land Warfare, Army training, and motivation to troop leading procedures. Emphasis is also placed on conducting military briefings and developing proficiency in garrison operation orders. Cadets are evaluated on what they know and do as leaders."
MS,303,Leadership under Fire II,"Continues development in decision making, persuading, and motivating team members in operational situations are explored, evaluated and developed. Aspects of military operations are reviewed as a means of preparing for LDAC. Cadets are expected to apply basic principles of Law of the Land Warfare, Army training, and motivation to troop leading procedures. Emphasis is also placed on conducting military briefings and developing proficiency in garrison operations orders. Cadets are evaluated on what they know and do as leaders."
MS,401,Developing Adaptive Leaders,"Develops cadet proficiency in planning, executing, and assessing complex operations, functioning as a member of a staff, and providing performance feedback to subordinates. Cadets assess risk, make ethical decisions, and lead fellow ROTC cadets. Lessons on military justice and personnel processes prepare cadets to make the transition to Army officers. Cadets analyze, evaluate, and instruct cadets at lower levels. Both their classroom and battalion leadership experiences are designed to prepare cadets for their first unit of assignment. They identify responsibilities of key staff, coordinate staff roles, and use situational opportunities to teach, train, and develop subordinates."
MS,402,Leadership in a Complex World,"Explores the dynamics of leading in the complex situations of current military operations in the COE. Cadets examine differences in customs and courtesies, military law, principles of war, and rules of engagement in the face of international terrorism. They also explore aspects of interacting with nongovernmental organizations, civilians on the battlefield, and host nation support. The course places significant emphasis on preparing cadets for their first unit of assignment. It uses case studies, scenarios, and What Now, Lieutenant? exercises to prepare cadets to face the complex ethical and practical demands of leading as commissioned officers in the United States Army."
MS,403,Leadership in a Complex World II,"Continues the exploration of the dynamics of leading in the complex situations of current military operations from MS 402. Cadets examine differences in customs and courtesies, military law, principles of war, and rules of engagement in the face of international terrorism. Aspects of interacting with non-government organizations, civilians on the battlefield, and host nation support are examined and evaluated. Significant emphasis is placed on preparing cadets for their first unit of assignment as Second Lieutenants."
OE,171,Photography and Holography,"Introduce students to basic knowledge of optics, principles and operation of a camera, shutters, films, and film development, color photography. Basic understanding of interference of waves, concept of holography, properties of various holograms, application of holography, and each student makes an individual hologram that can be seen in sunlight."
OE,172,Lasers and Fiber Optics,"Light, optics, image formation, and optical instruments. Introduction to the properties, physics of operation, types, and applications of lasers. Characteristics of optical fibers and optical communication systems. Applications of lasers and fibers in industry, medicine, and consumer products. Laser safety."
OE,280,Geometrical Optics,"First-order optics including graphical ray tracing, Gaussian methods, y-nu ray tracing, cardinal points, apertures, stops, pupils, vignetting, and obscuration. Optical invariant, dispersion, chromatic aberrations, glass selection, exact ray tracing, third-order monochromatic aberrations, introduction to computer-aided design and analysis. Relevant laboratory experiments."
OE,290,Directed Research Credit,Research for freshmen and sophomore students under the direction of a physics and optical engineering faculty member. May earn up to a maximum of 2 credits for meeting the graduation requirements. The student must make arrangements with the faculty member for the research project prior to registering for this course.
OE,295,Photonic Devices and Systems,"Optical radiation, radiometry, and photometry. Blackbody radiation and thermal sources. Introduction to optoelectronic devices. Light emitting diodes and other optical sources. Optical detectors (thermal, photoemissive, and semiconductor detectors). Sources/effects of noise and SNR. Flux transfer in optical systems. Relevant laboratory experiments."
OE,360,Optical Materials,"Electromagnetic waves in dielectrics/metals and complex refractive index. Optical, thermal, and mechanical properties of materials. Thin film interference, optical coatings, and design of multilayer films. Optical characterization of materials. Electromagnetic waves in anisotropic materials, double refraction, optical activity, and polarization devices."
OE,392,Linear Optical Systems,"Propagation of light and scalar diffraction theory. Fraunhofer and Fresnel diffraction, coherence, Fourier series and transforms, convolution and correlation. Linear system theory, impulse and step response, transfer functions. Coherent and incoherent image formation, optical transfer function (OTF), modulation transfer function (MTF). Image quality assessment methods. Optical information processing applications."
OE,393,Fiber Optics and Applications,"Basic dielectric waveguide equations; wave optics and ray optics; step-index and graded-index fibers; single mode and multi-mode fibers; mode cutoff conditions; numerical aperture; fabrication of optical fibers; fiber measurements; fiber cable designs; source coupling, splices and connectors; fiber optic sensors; fiber optic components and systems."
OE,395,Optomechanics & Optical Engineering Lab,"Design, assembly, and alignment of bench top optical systems. Introduction to experimental techniques in optics. Data collection and analysis. Relevant lecture topics including principles of opto-mechanical design, fold mirrors and prisms, lens and mirror mounting, kinematic mounts, precision adjustments and control."
OE,415,Optical Engineering Design I,"Principles of design. Codes of ethics appropriate to engineers. Case studies related to optical engineering and engineering physics professional practice, teamwork, contemporary issues, patents and intellectual property. Team-oriented design project work on selected topics in optical engineering and engineering physics. Introduction to product development practices, product research, planning and project management. Preliminary design of a product and product specifications. Deliver a design document specific to customer needs and constraints. Cross-listed with EP 415."
OE,416,Optical Engineering Design II,"Team-based capstone design project following structured design processes and utilizing knowledge gained from prior coursework. Project planning and budgeting, development of product/process specifications, application of engineering standards, system design and prototyping subject to multiple realistic constraints (cost, schedule, and performance). Formal midterm design review. Deliver initial statement of work and interim technical report. Laboratory activities supporting the formal design process. Cross-listed with EP 416."
OE,417,Optical Engineering Design III,"Continuation of OE 416. System design and prototyping, performance testing, and data analysis. Formal midterm design review. Demonstration of a functional prototype. Deliver oral presentation and final technical report. Cross-listed with EP 417."
OE,434,Non-Imaging Optics,"Lighting, illumination, and solar concentration systems. Radiometry and photometry for illumination, etendue, and concentration. Color coordinates, color vision, and color measurements. Sources, light transfer components, and systems evaluation. Introduction to design methods (edge-ray, compound parabolic concentrator, tailored reflector). Design examples and case studies."
OE,435,Biomedical Optics,"Optical techniques for biomedical applications and health care; laser fundamentals, laser interaction with biological cells, organelles and nanostructures; laser diagnostics and therapy, laser surgery; microscopes; optics-based clinical applications; imaging and spectroscopy, biophotonics laboratories. For graduate credit, students must do additional project work on a topic selected by the instructor. Cross-listed with BE 435."
OE,437,Introduction to Image Processing,Basic techniques of image processing. Discrete and continuous two dimensional transforms such as Fourier and Hotelling. Image enhancement through filtering and histogram modification. Image restoration through inverse filtering. Image segmentation including edge detection and thresholding. Introduction to image encoding. Relevant laboratory experiments.
OE,450,Laser Systems and Applications,"Ray transfer matrix methods, Gaussian beam propagation, and beam quality. Optical resonators and stability, longitudinal and transverse modes. Stimulated emission, population inversion, rate equations, gain and threshold. Q-switching and mode-locking. Applications and types of lasers. Laser safety and relevant laboratory experiments."
OE,470,Special Topics in Optical Engineering,Lectures on special topics in optics.
OE,480,Optical System Design,"Review of geometrical optics and exact ray tracing. Chromatic and monochromatic aberrations. Image quality assessment, spot size, point spread function, Strehl ratio, and modulation transfer function. Classical lens design and design of various imaging, non-imaging, and diffractive optical systems. First-order layout, computer-based optimization, tolerancing, and manufacturing considerations."
OE,490,Directed Research Credit,Research for junior and senior students under the direction of a physics and optical engineering faculty member. May earn a maximum of 8 credits between PH/OE 290 and PH/OE 490 for meeting graduation requirements. Maximum of 4 credits per term. The student must make arrangements with the faculty member for the research project prior to registering for this course.
OE,493,Fundamentals of Optical Fiber Communications,"Analysis and design of common fiber optic communication systems and optical networks. Transmission penalties: dispersion, attenuation. Optical transmitters and receivers: fundamental operation and noise. Intensity and phase modulation. Optical amplification: types of amplifiers, noise and system integration. Point-to-point links: power budget and rise-time analysis. Performance analysis: BER and eye diagrams. WDM concepts and components: multiplexers, filters, common network topologies. Non-linear effects in fibers. Relevant laboratory experiments."
OE,495,Optical Metrology,"Geometrical test methods (refractometers, knife edge, Ronchi, Wire, Hartmann). Review of interference and coherence. Third-order aberrations, Zernike polynomials, and fringe analysis. Interferometers (Newton, Fizeau, Twyman-Green, and shearing), fringe localization, and phase shifting. Holographic, Moire, photoelastic and speckle interferometry. Applications of optical metrology. Relevant laboratory experiments."
OE,497,Senior Thesis,"Literature search, research proposal preparation, and laboratory project work. This sequence is designed to result in a completed senior thesis or initiation of research to be completed in an MSOE degree at Rose-Hulman."
OE,498,Senior Thesis,"Literature search, research proposal preparation, and laboratory project work. This sequence is designed to result in a completed senior thesis or initiation of research to be completed in an MSOE degree at Rose-Hulman."
OE,499,Senior Thesis,"Literature search, research proposal preparation, and laboratory project work. This sequence is designed to result in a completed senior thesis or initiation of research to be completed in an MSOE degree at Rose-Hulman."
OE,520,Principles of Optics,"Classical optics; exact ray tracing; aberrations, interference, polarization, spatial and temporal coherence; lasers and Gaussian beam propagation; diffraction; optical sources and detectors; selected applications of optics."
OE,535,Biomedical Optics,"Optical techniques for biomedical applications and health care; laser fundamentals, laser interaction with biological cells, organelles and nanostructures; laser diagnostics and therapy, laser surgery; microscopes; optics-based clinical applications; imaging and spectroscopy, biophotonics laboratories. For graduate credit, students must do additional project work on a topic selected by the instructor. Cross-listed with BE 535."
OE,570,Special Topics in Optics,"Lectures on special topics in optics such as: optical materials, optics of thin films and infrared optics."
OE,580,Optical System Design,"Review of geometrical optics and exact ray tracing. Chromatic and monochromatic aberrations. Image quality assessment, spot size, point spread function, Strehl ratio, and modulation transfer function. Classical lens design and design of various imaging, non-imaging, and diffractive optical systems. First-order layout, computer-based optimization, tolerancing, and manufacturing considerations. Students must do additional project work on a topic selected by the instructor. Students may not receive credit for both OE 480 and OE580."
OE,585,Electro-Optics and Applications,"Optical wave propagation in anisotropic media; normal surface, birefringence, index ellipsoid, optical activity, Faraday rotation, Pockels and Kerr effects, electro-optic modulators, acousto-optic effect and modulators and scanners; non-linear effects; second-harmonic generation and frequency doubling. Students must do additional project work on a topic selected by the instructor. Cross-listed with OE 485."
OE,592,Fourier Optics and Applications,Two-dimensional linear systems; diffraction theory (Fresnel & Fraunhofer); imaging properties of lenses; frequency analysis of optical imaging systems; spatial filtering; optical information processing; Vander-Lugt filters; wavefront reconstruction; holography; optical computing.
OE,593,Fundamentals of Optics Fiber,"Analysis and design of common fiber optic communication systems and optical networks. Transmission penalties: dispersion, attenuation. Optical transmitters and receivers: fundamental operation and noise. Intensity and phase modulation. Optical amplification: types of amplifiers, noise and system integration. Point-to-point links: power budget and rise-time analysis. Performance analysis: BER and eye diagrams. WDM concepts and components: multiplexers, filters, common network topologies. Non-linear effects in fibers. Relevant laboratory experiments. Students must do additional project work on a topic selected by the instructor. Students may not receive credit for both OE 493 and OE593."
OE,594,Guided-Wave Opics,Theory of optical waveguides; waveguide modes; fabrication techniques; input and output coupling techniques; waveguide losses; waveguide gratings; electro-optic modulators; integrated optical detectors; applications of integrated optics.
OE,595,Optical Metrology,"Geometrical test methods (refractometers, knife edge, Ronchi, Wire, Hartmann). Review of interference and coherence. Third-order aberrations, Zernike polynomials, and fringe analysis. Interferometers (Newton, Fizeau, Twyman-Green, and shearing), fringe localization, and phase shifting. Holographic, Moire, photoelastic and speckle interferometry. Applications of optical metrology. Relevant laboratory experiments. Students must do additional project work on a topic selected by the instructor. Students may not receive credit for both OE 495 and OE595."
OE,599,Thesis Research,Graduate students only. Credits as arranged; however not more than 12 credits will be applied toward the requirements for the MS (OE) degree.
PH,90,College Preparatory Physics,"Topics covered include: Units, significant figures, vectors, 1 and 2 dimensional motion; kinematic equations, objects in free-fall, motion in a circle, projectile motion, Newton’s Laws, contact forces, non-contact forces: gravity, Coulomb’s Law, magnetic force; centripetal force; collisions, linear momentum, rotational kinematics, torques, angular momentum, mechanical equilibrium - static equilibrium. The credits from this course cannot be counted toward any degree completion at Rose-Hulman."
PH,111,Physics I,"Kinematics, Newton's laws of motion, gravitation, Coulomb's law, Lorentz force law, strong and weak nuclear forces, conservation of energy and momentum, relevant laboratory experiments."
PH,112,Physics II,"Torque and angular momentum, oscillations, one-dimensional waves, electric fields and potentials, electric current and resistance, DC circuits, capacitance, relevant laboratory experiments."
PH,113,Physics III,"Sources of magnetic fields, Faraday's law, inductance electromagnetic waves, reflection and polarization, geometric and physical optics, introduction to relativity, relevant laboratory experiments."
PH,200,Career Preparation,"This course is for physics majors to be taken in the second year. The course addresses career choices, summer opportunities, employment and graduate school preparation, and curriculum vitae and resumes preparation. This course is cross-listed with CHEM200, MA200 and SV200."
PH,215,Introduction to CHAOS,"What constitutes chaotic behavior, detection of chaos in real systems using phase space plots, Poincare sections, bifurcation plots, power spectra, Lyupunov exponents, and computer simulation of chaotic systems."
